KW;WOHNORT;GESCHLECHT;ALTERSGRUPPE;STATION;COVID;INFLUENZA;RSV;PNEUMOKOKKEN;SONSTIGE;AUFNAHMEN;BEV_ZAHL
10. KW 2024;BGL;W;30 - 44;N;0;0;0;0;0;0;27851
10. KW 2024;BGL;W;45 - 59;I;0;0;0;0;0;0;34998
10. KW 2024;BGL;W;45 - 59;N;0;0;0;0;2;2;34998
10. KW 2024;BGL;W;5 - 14;I;0;0;0;0;0;0;13518
10. KW 2024;BGL;W;5 - 14;N;0;1;0;0;0;1;13518
10. KW 2024;BGL;W;60 - 69;I;0;0;0;0;0;0;23990
10. KW 2024;BGL;W;60 - 69;N;0;0;0;0;3;3;23990
10. KW 2024;BGL;W;70 - 79;I;0;0;0;0;0;0;16066
10. KW 2024;BGL;W;70 - 79;N;0;0;0;0;2;2;16066
10. KW 2024;BGL;W;80+;I;0;0;0;0;0;0;12325
10. KW 2024;BGL;W;80+;N;0;0;0;0;8;8;12325
10. KW 2024;KTN;M;0 - 4;I;0;0;0;0;2;2;11896
10. KW 2024;KTN;M;0 - 4;N;0;0;0;0;12;12;11896
10. KW 2024;KTN;M;15 - 29;I;0;0;0;0;0;0;44088
10. KW 2024;KTN;M;15 - 29;N;0;0;0;0;1;1;44088
10. KW 2024;KTN;M;30 - 44;I;0;0;0;0;0;0;53732
10. KW 2024;KTN;M;30 - 44;N;0;0;0;0;2;2;53732
10. KW 2024;KTN;M;45 - 59;I;0;0;0;0;0;0;60965
10. KW 2024;KTN;M;45 - 59;N;0;0;0;0;7;7;60965
10. KW 2024;KTN;M;5 - 14;I;0;0;0;0;2;2;26502
10. KW 2024;KTN;M;5 - 14;N;0;0;0;0;3;3;26502
10. KW 2024;KTN;M;60 - 69;I;0;2;0;1;1;3;41100
10. KW 2024;KTN;M;60 - 69;N;0;2;0;0;7;9;41100
10. KW 2024;KTN;M;70 - 79;I;0;0;0;0;3;3;25104
10. KW 2024;KTN;M;70 - 79;N;1;2;0;0;15;18;25104
10. KW 2024;KTN;M;80+;I;0;0;0;0;0;0;15181
10. KW 2024;KTN;M;80+;N;1;2;0;0;18;20;15181
10. KW 2024;KTN;W;0 - 4;I;0;0;1;0;0;1;11251
10. KW 2024;KTN;W;0 - 4;N;0;0;0;0;2;2;11251
10. KW 2024;KTN;W;15 - 29;I;0;0;0;0;0;0;40341
10. KW 2024;KTN;W;15 - 29;N;0;0;0;0;0;0;40341
10. KW 2024;KTN;W;30 - 44;I;0;0;0;0;0;0;52840
10. KW 2024;KTN;W;30 - 44;N;0;0;0;0;2;2;52840
10. KW 2024;KTN;W;45 - 59;I;0;0;0;0;0;0;62807
10. KW 2024;KTN;W;45 - 59;N;0;1;0;0;2;3;62807
10. KW 2024;KTN;W;5 - 14;I;0;0;0;0;0;0;25149
10. KW 2024;KTN;W;5 - 14;N;0;0;0;0;1;1;25149
10. KW 2024;KTN;W;60 - 69;I;0;0;0;0;0;0;43860
10. KW 2024;KTN;W;60 - 69;N;1;0;1;1;6;9;43860
10. KW 2024;KTN;W;70 - 79;I;0;0;0;0;0;0;30129
10. KW 2024;KTN;W;70 - 79;N;0;0;0;0;7;7;30129
10. KW 2024;KTN;W;80+;I;0;0;0;0;1;1;24799
10. KW 2024;KTN;W;80+;N;0;6;1;0;21;28;24799
10. KW 2024;NÖ;M;0 - 4;I;0;0;0;0;0;0;39610
10. KW 2024;NÖ;M;0 - 4;N;0;2;14;0;13;26;39610
10. KW 2024;NÖ;M;15 - 29;I;0;0;0;0;1;1;134628
10. KW 2024;NÖ;M;15 - 29;N;0;0;0;0;4;4;134628
10. KW 2024;NÖ;M;30 - 44;I;0;0;0;0;0;0;165831
10. KW 2024;NÖ;M;30 - 44;N;0;2;1;0;5;7;165831
10. KW 2024;NÖ;M;45 - 59;I;0;0;0;0;2;2;190844
10. KW 2024;NÖ;M;45 - 59;N;0;1;1;0;5;7;190844
10. KW 2024;NÖ;M;5 - 14;I;0;0;0;0;0;0;88473
10. KW 2024;NÖ;M;5 - 14;N;0;0;0;1;3;4;88473
10. KW 2024;NÖ;M;60 - 69;I;0;0;0;0;1;1;115311
10. KW 2024;NÖ;M;60 - 69;N;0;2;1;0;16;19;115311
10. KW 2024;NÖ;M;70 - 79;I;0;0;0;0;0;0;68861
10. KW 2024;NÖ;M;70 - 79;N;2;1;3;0;17;22;68861
10. KW 2024;NÖ;M;80+;I;0;0;0;0;2;2;44640
10. KW 2024;NÖ;M;80+;N;3;1;1;1;38;42;44640
10. KW 2024;NÖ;W;0 - 4;I;0;0;0;0;0;0;37713
10. KW 2024;NÖ;W;0 - 4;N;0;0;4;0;10;14;37713
10. KW 2024;NÖ;W;15 - 29;I;0;0;0;0;0;0;124365
10. KW 2024;NÖ;W;15 - 29;N;0;1;0;0;1;2;124365
10. KW 2024;NÖ;W;30 - 44;I;0;0;0;0;0;0;165372
10. KW 2024;NÖ;W;30 - 44;N;0;0;0;0;6;6;165372
10. KW 2024;NÖ;W;45 - 59;I;0;0;0;0;0;0;194577
10. KW 2024;NÖ;W;45 - 59;N;0;0;2;0;6;8;194577
10. KW 2024;NÖ;W;5 - 14;I;0;0;0;0;1;1;83682
10. KW 2024;NÖ;W;5 - 14;N;0;0;0;0;1;1;83682
10. KW 2024;NÖ;W;60 - 69;I;0;0;0;0;1;1;120346
10. KW 2024;NÖ;W;60 - 69;N;1;1;1;1;6;10;120346
10. KW 2024;NÖ;W;70 - 79;I;0;0;0;0;0;0;81779
10. KW 2024;NÖ;W;70 - 79;N;2;2;2;0;17;23;81779
10. KW 2024;NÖ;W;80+;I;0;0;0;0;2;2;67691
10. KW 2024;NÖ;W;80+;N;1;3;2;0;35;41;67691
10. KW 2024;OÖ;M;0 - 4;I;0;0;0;0;0;0;38580
10. KW 2024;OÖ;M;0 - 4;N;2;1;8;0;8;18;38580
10. KW 2024;OÖ;M;15 - 29;I;0;0;0;0;0;0;133123
10. KW 2024;OÖ;M;15 - 29;N;0;1;0;0;3;4;133123
10. KW 2024;OÖ;M;30 - 44;I;0;0;0;0;0;0;159471
10. KW 2024;OÖ;M;30 - 44;N;0;0;0;0;8;8;159471
10. KW 2024;OÖ;M;45 - 59;I;0;0;0;0;2;2;161023
10. KW 2024;OÖ;M;45 - 59;N;1;1;1;0;3;5;161023
10. KW 2024;OÖ;M;5 - 14;I;0;0;0;0;0;0;80560
10. KW 2024;OÖ;M;5 - 14;N;0;0;1;0;10;10;80560
10. KW 2024;OÖ;M;60 - 69;I;0;0;0;0;4;4;99033
10. KW 2024;OÖ;M;60 - 69;N;5;0;2;0;22;26;99033
10. KW 2024;OÖ;M;70 - 79;I;0;0;0;0;2;2;56426
10. KW 2024;OÖ;M;70 - 79;N;0;1;1;1;27;30;56426
10. KW 2024;OÖ;M;80+;I;0;0;0;0;0;0;34222
10. KW 2024;OÖ;M;80+;N;2;1;3;0;42;48;34222
10. KW 2024;OÖ;W;0 - 4;I;0;0;1;0;0;1;36431
10. KW 2024;OÖ;W;0 - 4;N;0;1;7;0;3;11;36431
10. KW 2024;OÖ;W;15 - 29;I;0;0;0;0;0;0;121300
10. KW 2024;OÖ;W;15 - 29;N;0;0;1;0;1;2;121300
10. KW 2024;OÖ;W;30 - 44;I;0;0;0;0;0;0;150188
10. KW 2024;OÖ;W;30 - 44;N;0;0;0;0;5;5;150188
10. KW 2024;OÖ;W;45 - 59;I;0;0;0;0;0;0;160021
10. KW 2024;OÖ;W;45 - 59;N;1;0;0;1;9;11;160021
10. KW 2024;OÖ;W;5 - 14;I;0;0;0;0;0;0;75932
10. KW 2024;OÖ;W;5 - 14;N;0;0;0;0;5;5;75932
10. KW 2024;OÖ;W;60 - 69;I;0;0;0;0;0;0;102629
10. KW 2024;OÖ;W;60 - 69;N;1;1;0;1;10;13;102629
10. KW 2024;OÖ;W;70 - 79;I;0;0;0;0;0;0;66672
10. KW 2024;OÖ;W;70 - 79;N;2;2;2;0;15;21;66672
10. KW 2024;OÖ;W;80+;I;0;0;0;0;0;0;54738
10. KW 2024;OÖ;W;80+;N;3;1;6;0;33;43;54738
10. KW 2024;SBG;M;0 - 4;I;0;0;0;0;0;0;14277
10. KW 2024;SBG;M;0 - 4;N;0;0;2;0;3;5;14277
10. KW 2024;SBG;M;15 - 29;I;0;0;0;0;0;0;49284
10. KW 2024;SBG;M;15 - 29;N;0;0;0;0;1;1;49284
10. KW 2024;SBG;M;30 - 44;I;0;0;0;0;0;0;59128
10. KW 2024;SBG;M;30 - 44;N;0;0;0;0;1;1;59128
10. KW 2024;SBG;M;45 - 59;I;0;0;0;0;0;0;59288
10. KW 2024;SBG;M;45 - 59;N;0;0;0;0;4;4;59288
10. KW 2024;SBG;M;5 - 14;I;0;0;0;0;0;0;28337
10. KW 2024;SBG;M;5 - 14;N;0;0;0;0;1;1;28337
10. KW 2024;SBG;M;60 - 69;I;0;0;0;0;0;0;34525
10. KW 2024;SBG;M;60 - 69;N;1;1;0;0;1;3;34525
10. KW 2024;SBG;M;70 - 79;I;0;0;0;0;3;3;21700
10. KW 2024;SBG;M;70 - 79;N;2;1;1;0;11;13;21700
10. KW 2024;SBG;M;80+;I;0;0;0;0;2;2;13305
10. KW 2024;SBG;M;80+;N;1;2;0;2;20;23;13305
10. KW 2024;SBG;W;0 - 4;I;0;0;0;0;0;0;13389
10. KW 2024;SBG;W;0 - 4;N;0;0;1;0;2;3;13389
10. KW 2024;SBG;W;15 - 29;I;0;0;0;0;0;0;46528
10. KW 2024;SBG;W;15 - 29;N;0;0;0;0;1;1;46528
10. KW 2024;SBG;W;30 - 44;I;0;0;0;0;0;0;58079
10. KW 2024;SBG;W;30 - 44;N;0;0;0;0;1;1;58079
10. KW 2024;SBG;W;45 - 59;I;0;0;0;0;1;1;61266
10. KW 2024;SBG;W;45 - 59;N;0;1;0;1;3;5;61266
10. KW 2024;SBG;W;5 - 14;I;0;0;0;0;0;0;27097
10. KW 2024;SBG;W;5 - 14;N;0;0;0;0;3;3;27097
10. KW 2024;SBG;W;60 - 69;I;0;0;0;0;0;0;38008
10. KW 2024;SBG;W;60 - 69;N;0;0;0;0;1;1;38008
10. KW 2024;SBG;W;70 - 79;I;0;0;0;0;0;0;26888
10. KW 2024;SBG;W;70 - 79;N;0;0;0;0;6;6;26888
10. KW 2024;SBG;W;80+;I;1;0;0;0;1;1;20380
10. KW 2024;SBG;W;80+;N;2;2;1;0;11;14;20380
10. KW 2024;ST;M;0 - 4;I;0;0;0;0;0;0;28320
10. KW 2024;ST;M;0 - 4;N;0;0;6;0;17;23;28320
10. KW 2024;ST;M;15 - 29;I;0;0;0;0;1;1;105918
10. KW 2024;ST;M;15 - 29;N;0;0;1;0;1;2;105918
10. KW 2024;ST;M;30 - 44;I;0;0;0;0;1;1;129810
10. KW 2024;ST;M;30 - 44;N;1;1;0;0;2;4;129810
10. KW 2024;ST;M;45 - 59;I;0;0;0;0;4;4;136822
10. KW 2024;ST;M;45 - 59;N;0;0;1;0;9;10;136822
10. KW 2024;ST;M;5 - 14;I;0;0;0;0;1;1;59916
10. KW 2024;ST;M;5 - 14;N;0;0;0;0;1;1;59916
10. KW 2024;ST;M;60 - 69;I;0;0;1;0;0;1;84571
10. KW 2024;ST;M;60 - 69;N;2;1;2;0;15;19;84571
10. KW 2024;ST;M;70 - 79;I;0;0;0;0;3;3;50408
10. KW 2024;ST;M;70 - 79;N;1;1;2;1;20;25;50408
10. KW 2024;ST;M;80+;I;0;0;0;0;1;1;32053
10. KW 2024;ST;M;80+;N;1;0;5;0;44;47;32053
10. KW 2024;ST;W;0 - 4;I;0;0;0;0;0;0;27116
10. KW 2024;ST;W;0 - 4;N;0;1;8;0;7;14;27116
10. KW 2024;ST;W;15 - 29;I;0;0;0;0;0;0;97610
10. KW 2024;ST;W;15 - 29;N;0;0;1;0;5;5;97610
10. KW 2024;ST;W;30 - 44;I;0;0;0;0;0;0;123606
10. KW 2024;ST;W;30 - 44;N;0;0;0;0;3;3;123606
10. KW 2024;ST;W;45 - 59;I;0;0;0;0;1;1;135454
10. KW 2024;ST;W;45 - 59;N;0;0;1;0;5;6;135454
10. KW 2024;ST;W;5 - 14;I;0;0;0;0;0;0;55967
10. KW 2024;ST;W;5 - 14;N;0;0;0;0;0;0;55967
10. KW 2024;ST;W;60 - 69;I;0;1;0;0;3;3;88980
10. KW 2024;ST;W;60 - 69;N;0;0;1;0;7;8;88980
10. KW 2024;ST;W;70 - 79;I;1;0;1;0;1;3;61136
10. KW 2024;ST;W;70 - 79;N;0;0;6;0;9;15;61136
10. KW 2024;ST;W;80+;I;0;0;0;1;1;2;52114
10. KW 2024;ST;W;80+;N;0;0;7;0;35;42;52114
10. KW 2024;T;M;0 - 4;I;0;0;0;0;1;1;18862
10. KW 2024;T;M;0 - 4;N;0;0;9;0;6;15;18862
10. KW 2024;T;M;15 - 29;I;0;0;0;0;0;0;68441
10. KW 2024;T;M;15 - 29;N;0;0;0;0;0;0;68441
10. KW 2024;T;M;30 - 44;I;0;0;0;0;0;0;81200
10. KW 2024;T;M;30 - 44;N;0;0;0;0;0;0;81200
10. KW 2024;T;M;45 - 59;I;0;0;0;0;0;0;82253
10. KW 2024;T;M;45 - 59;N;0;1;1;0;3;4;82253
10. KW 2024;T;M;5 - 14;I;0;0;0;0;0;0;38619
10. KW 2024;T;M;5 - 14;N;0;0;1;0;3;4;38619
10. KW 2024;T;M;60 - 69;I;0;1;0;0;0;1;47228
10. KW 2024;T;M;60 - 69;N;1;0;0;1;16;17;47228
10. KW 2024;T;M;70 - 79;I;0;0;0;0;0;0;28439
10. KW 2024;T;M;70 - 79;N;0;1;1;0;15;16;28439
10. KW 2024;T;M;80+;I;1;0;0;0;0;1;18095
10. KW 2024;T;M;80+;N;2;5;1;1;25;32;18095
10. KW 2024;T;W;0 - 4;I;0;0;0;0;0;0;18059
10. KW 2024;T;W;0 - 4;N;0;0;5;1;7;13;18059
10. KW 2024;T;W;15 - 29;I;0;0;0;0;0;0;63618
10. KW 2024;T;W;15 - 29;N;0;0;0;0;1;1;63618
10. KW 2024;T;W;30 - 44;I;0;0;0;0;0;0;79720
10. KW 2024;T;W;30 - 44;N;0;1;0;0;2;3;79720
10. KW 2024;T;W;45 - 59;I;0;0;0;0;0;0;83993
10. KW 2024;T;W;45 - 59;N;0;2;0;0;5;6;83993
10. KW 2024;T;W;5 - 14;I;0;0;0;0;2;2;36455
10. KW 2024;T;W;5 - 14;N;0;0;0;0;2;2;36455
10. KW 2024;T;W;60 - 69;I;0;0;0;0;0;0;49749
10. KW 2024;T;W;60 - 69;N;0;1;0;0;6;7;49749
10. KW 2024;T;W;70 - 79;I;0;0;0;0;0;0;34146
10. KW 2024;T;W;70 - 79;N;1;2;0;0;10;12;34146
10. KW 2024;T;W;80+;I;0;0;0;0;1;1;27093
10. KW 2024;T;W;80+;N;0;1;2;2;25;30;27093
10. KW 2024;V;M;0 - 4;I;0;0;0;0;0;0;11015
10. KW 2024;V;M;0 - 4;N;0;0;3;0;3;6;11015
10. KW 2024;V;M;15 - 29;I;0;0;0;0;0;0;36807
10. KW 2024;V;M;15 - 29;N;0;0;0;0;0;0;36807
10. KW 2024;V;M;30 - 44;I;0;0;0;0;0;0;42631
10. KW 2024;V;M;30 - 44;N;0;0;0;0;1;1;42631
10. KW 2024;V;M;45 - 59;I;0;0;0;0;0;0;43730
10. KW 2024;V;M;45 - 59;N;0;0;0;0;1;1;43730
10. KW 2024;V;M;5 - 14;I;0;0;0;0;0;0;22388
10. KW 2024;V;M;5 - 14;N;0;0;0;0;1;1;22388
10. KW 2024;V;M;60 - 69;I;0;0;0;0;0;0;24085
10. KW 2024;V;M;60 - 69;N;0;1;0;0;6;7;24085
10. KW 2024;V;M;70 - 79;I;0;0;0;0;0;0;14509
10. KW 2024;V;M;70 - 79;N;0;1;1;1;8;10;14509
10. KW 2024;V;M;80+;I;0;1;0;0;1;2;8971
10. KW 2024;V;M;80+;N;0;0;0;0;12;12;8971
10. KW 2024;V;W;0 - 4;I;0;0;0;0;0;0;10198
10. KW 2024;V;W;0 - 4;N;0;0;3;0;4;6;10198
10. KW 2024;V;W;15 - 29;I;0;0;0;0;0;0;33295
10. KW 2024;V;W;15 - 29;N;0;0;1;0;1;2;33295
10. KW 2024;V;W;30 - 44;I;0;0;0;0;0;0;41672
10. KW 2024;V;W;30 - 44;N;0;0;0;0;1;1;41672
10. KW 2024;V;W;45 - 59;I;0;0;0;0;0;0;43635
10. KW 2024;V;W;45 - 59;N;1;0;0;1;4;6;43635
10. KW 2024;V;W;5 - 14;I;0;0;0;0;0;0;21134
10. KW 2024;V;W;5 - 14;N;0;0;0;0;1;1;21134
10. KW 2024;V;W;60 - 69;I;0;0;0;0;0;0;25172
10. KW 2024;V;W;60 - 69;N;0;1;0;0;4;5;25172
10. KW 2024;V;W;70 - 79;I;0;0;0;0;1;1;17098
10. KW 2024;V;W;70 - 79;N;0;0;0;0;0;0;17098
10. KW 2024;V;W;80+;I;0;0;0;0;1;1;13633
10. KW 2024;V;W;80+;N;2;1;1;0;10;13;13633
10. KW 2024;W;M;0 - 4;I;0;0;0;0;0;0;49120
10. KW 2024;W;M;0 - 4;N;1;3;19;0;23;40;49120
10. KW 2024;W;M;15 - 29;I;0;0;0;0;2;2;201885
10. KW 2024;W;M;15 - 29;N;0;1;0;0;3;4;201885
10. KW 2024;W;M;30 - 44;I;0;0;0;0;1;1;239269
10. KW 2024;W;M;30 - 44;N;0;1;0;0;3;4;239269
10. KW 2024;W;M;45 - 59;I;0;0;0;0;1;1;196174
10. KW 2024;W;M;45 - 59;N;0;3;1;2;12;16;196174
10. KW 2024;W;M;5 - 14;I;0;0;0;0;0;0;100202
10. KW 2024;W;M;5 - 14;N;0;0;0;0;9;9;100202
10. KW 2024;W;M;60 - 69;I;1;1;0;0;1;3;100526
10. KW 2024;W;M;60 - 69;N;0;1;1;0;19;20;100526
10. KW 2024;W;M;70 - 79;I;0;0;1;0;2;2;59506
10. KW 2024;W;M;70 - 79;N;0;2;0;0;12;14;59506
10. KW 2024;W;M;80+;I;1;1;0;0;4;6;36229
10. KW 2024;W;M;80+;N;1;2;0;1;31;35;36229
10. KW 2024;W;W;0 - 4;I;0;0;0;0;1;1;46289
10. KW 2024;W;W;0 - 4;N;0;0;8;1;20;24;46289
10. KW 2024;W;W;15 - 29;I;0;0;0;0;0;0;196411
10. KW 2024;W;W;15 - 29;N;0;0;0;0;1;1;196411
10. KW 2024;W;W;30 - 44;I;0;0;0;0;0;0;231202
10. KW 2024;W;W;30 - 44;N;1;2;0;0;5;8;231202
10. KW 2024;W;W;45 - 59;I;0;0;0;0;0;0;203324
10. KW 2024;W;W;45 - 59;N;2;1;0;0;8;11;203324
10. KW 2024;W;W;5 - 14;I;0;0;0;0;0;0;93681
10. KW 2024;W;W;5 - 14;N;0;0;0;1;5;6;93681
10. KW 2024;W;W;60 - 69;I;1;2;0;0;1;3;110782
10. KW 2024;W;W;60 - 69;N;1;1;0;0;7;8;110782
10. KW 2024;W;W;70 - 79;I;0;0;1;0;0;1;79875
10. KW 2024;W;W;70 - 79;N;1;0;0;0;18;19;79875
10. KW 2024;W;W;80+;I;0;0;0;0;1;1;61285
10. KW 2024;W;W;80+;N;4;2;1;0;38;42;61285
11. KW 2024;BGL;M;0 - 4;I;0;0;0;0;0;0;6041
11. KW 2024;BGL;M;0 - 4;N;0;0;2;0;1;3;6041
11. KW 2024;BGL;M;15 - 29;I;0;0;0;0;0;0;21205
11. KW 2024;BGL;M;15 - 29;N;0;0;0;0;0;0;21205
11. KW 2024;BGL;M;30 - 44;I;0;0;0;0;0;0;27093
11. KW 2024;BGL;M;30 - 44;N;0;0;0;0;2;2;27093
11. KW 2024;BGL;M;45 - 59;I;0;0;0;0;0;0;33970
11. KW 2024;BGL;M;45 - 59;N;0;0;0;0;2;2;33970
11. KW 2024;BGL;M;5 - 14;I;0;0;0;0;0;0;14285
11. KW 2024;BGL;M;5 - 14;N;0;0;0;0;0;0;14285
11. KW 2024;BGL;M;60 - 69;I;0;0;0;0;0;0;23073
11. KW 2024;BGL;M;60 - 69;N;0;0;0;0;6;6;23073
11. KW 2024;BGL;M;70 - 79;I;0;0;0;0;2;2;14299
11. KW 2024;BGL;M;70 - 79;N;0;0;0;1;1;2;14299
11. KW 2024;BGL;M;80+;I;0;0;0;0;1;1;7816
11. KW 2024;BGL;M;80+;N;0;0;1;0;8;9;7816
11. KW 2024;BGL;W;0 - 4;I;0;0;0;0;0;0;5757
11. KW 2024;BGL;W;0 - 4;N;0;0;2;0;1;2;5757
11. KW 2024;BGL;W;15 - 29;I;0;0;0;0;0;0;19664
11. KW 2024;BGL;W;15 - 29;N;0;0;0;0;0;0;19664
11. KW 2024;BGL;W;30 - 44;I;0;0;0;0;0;0;27851
11. KW 2024;BGL;W;30 - 44;N;1;0;0;0;2;3;27851
11. KW 2024;BGL;W;45 - 59;I;0;0;0;0;0;0;34998
11. KW 2024;BGL;W;45 - 59;N;0;0;0;0;2;2;34998
11. KW 2024;BGL;W;5 - 14;I;0;0;0;0;0;0;13518
11. KW 2024;BGL;W;5 - 14;N;0;0;0;0;0;0;13518
11. KW 2024;BGL;W;60 - 69;I;0;0;0;0;0;0;23990
11. KW 2024;BGL;W;60 - 69;N;0;0;0;0;4;4;23990
11. KW 2024;BGL;W;70 - 79;I;0;0;0;0;0;0;16066
11. KW 2024;BGL;W;70 - 79;N;0;0;0;0;7;7;16066
11. KW 2024;BGL;W;80+;I;0;0;0;0;0;0;12325
11. KW 2024;BGL;W;80+;N;1;2;1;0;10;12;12325
11. KW 2024;KTN;M;0 - 4;I;0;0;0;0;0;0;11896
11. KW 2024;KTN;M;0 - 4;N;0;1;4;0;6;11;11896
11. KW 2024;KTN;M;15 - 29;I;0;0;0;0;0;0;44088
11. KW 2024;KTN;M;15 - 29;N;0;0;0;0;0;0;44088
11. KW 2024;KTN;M;30 - 44;I;0;0;0;0;0;0;53732
11. KW 2024;KTN;M;30 - 44;N;0;0;0;0;2;2;53732
11. KW 2024;KTN;M;45 - 59;I;0;0;0;0;0;0;60965
11. KW 2024;KTN;M;45 - 59;N;1;0;0;1;6;7;60965
11. KW 2024;KTN;M;5 - 14;I;0;0;0;0;0;0;26502
11. KW 2024;KTN;M;5 - 14;N;0;0;0;0;1;1;26502
11. KW 2024;KTN;M;60 - 69;I;0;0;0;0;1;1;41100
11. KW 2024;KTN;M;60 - 69;N;0;1;0;0;5;6;41100
11. KW 2024;KTN;M;70 - 79;I;0;0;0;0;0;0;25104
11. KW 2024;KTN;M;70 - 79;N;1;0;0;1;15;16;25104
11. KW 2024;KTN;M;80+;I;0;0;0;0;0;0;15181
11. KW 2024;KTN;M;80+;N;2;0;1;0;25;26;15181
11. KW 2024;KTN;W;0 - 4;I;0;0;0;0;0;0;11251
11. KW 2024;KTN;W;0 - 4;N;1;0;2;0;6;9;11251
11. KW 2024;KTN;W;15 - 29;I;0;0;0;0;0;0;40341
11. KW 2024;KTN;W;15 - 29;N;0;1;0;0;2;3;40341
11. KW 2024;KTN;W;30 - 44;I;0;0;0;0;1;1;52840
11. KW 2024;KTN;W;30 - 44;N;0;1;0;0;1;2;52840
11. KW 2024;KTN;W;45 - 59;I;0;0;0;0;0;0;62807
11. KW 2024;KTN;W;45 - 59;N;0;0;0;0;2;2;62807
11. KW 2024;KTN;W;5 - 14;I;0;0;0;0;0;0;25149
11. KW 2024;KTN;W;5 - 14;N;0;1;0;0;2;3;25149
11. KW 2024;KTN;W;60 - 69;I;0;0;0;0;0;0;43860
11. KW 2024;KTN;W;60 - 69;N;1;1;0;0;8;10;43860
11. KW 2024;KTN;W;70 - 79;I;0;0;0;1;0;1;30129
11. KW 2024;KTN;W;70 - 79;N;0;0;0;0;7;7;30129
11. KW 2024;KTN;W;80+;I;0;0;0;0;1;1;24799
11. KW 2024;KTN;W;80+;N;0;2;0;0;26;28;24799
11. KW 2024;NÖ;M;0 - 4;I;0;0;0;0;0;0;39610
11. KW 2024;NÖ;M;0 - 4;N;1;1;8;0;10;19;39610
11. KW 2024;NÖ;M;15 - 29;I;0;0;0;0;0;0;134628
11. KW 2024;NÖ;M;15 - 29;N;0;0;0;0;3;3;134628
11. KW 2024;NÖ;M;30 - 44;I;0;0;0;1;0;1;165831
11. KW 2024;NÖ;M;30 - 44;N;0;0;0;0;1;1;165831
11. KW 2024;NÖ;M;45 - 59;I;0;0;0;0;2;2;190844
11. KW 2024;NÖ;M;45 - 59;N;0;0;0;0;11;11;190844
11. KW 2024;NÖ;M;5 - 14;I;0;0;0;0;1;1;88473
11. KW 2024;NÖ;M;5 - 14;N;0;0;0;0;2;2;88473
11. KW 2024;NÖ;M;60 - 69;I;0;0;0;0;2;2;115311
11. KW 2024;NÖ;M;60 - 69;N;0;0;0;1;12;13;115311
11. KW 2024;NÖ;M;70 - 79;I;0;0;0;0;0;0;68861
11. KW 2024;NÖ;M;70 - 79;N;1;0;1;0;19;21;68861
11. KW 2024;NÖ;M;80+;I;0;0;0;0;0;0;44640
11. KW 2024;NÖ;M;80+;N;2;1;1;0;40;43;44640
11. KW 2024;NÖ;W;0 - 4;I;0;0;0;0;0;0;37713
11. KW 2024;NÖ;W;0 - 4;N;0;0;3;0;16;19;37713
11. KW 2024;NÖ;W;15 - 29;I;0;0;0;0;0;0;124365
11. KW 2024;NÖ;W;15 - 29;N;1;0;0;0;0;1;124365
11. KW 2024;NÖ;W;30 - 44;I;0;0;0;0;0;0;165372
11. KW 2024;NÖ;W;30 - 44;N;0;1;0;0;4;5;165372
11. KW 2024;NÖ;W;45 - 59;I;0;0;0;0;0;0;194577
11. KW 2024;NÖ;W;45 - 59;N;1;0;1;0;10;12;194577
11. KW 2024;NÖ;W;5 - 14;I;0;0;0;0;0;0;83682
11. KW 2024;NÖ;W;5 - 14;N;1;0;2;0;6;6;83682
11. KW 2024;NÖ;W;60 - 69;I;0;1;1;1;2;4;120346
11. KW 2024;NÖ;W;60 - 69;N;0;2;0;0;7;8;120346
11. KW 2024;NÖ;W;70 - 79;I;0;0;0;0;0;0;81779
11. KW 2024;NÖ;W;70 - 79;N;2;1;0;0;19;22;81779
11. KW 2024;NÖ;W;80+;I;0;0;0;0;1;1;67691
11. KW 2024;NÖ;W;80+;N;1;2;1;1;47;51;67691
11. KW 2024;OÖ;M;0 - 4;I;0;0;0;0;0;0;38580
11. KW 2024;OÖ;M;0 - 4;N;3;0;6;0;6;15;38580
11. KW 2024;OÖ;M;15 - 29;I;0;0;0;0;0;0;133123
11. KW 2024;OÖ;M;15 - 29;N;0;0;0;0;4;4;133123
11. KW 2024;OÖ;M;30 - 44;I;0;0;0;0;0;0;159471
11. KW 2024;OÖ;M;30 - 44;N;0;0;0;0;2;2;159471
11. KW 2024;OÖ;M;45 - 59;I;0;0;0;1;0;1;161023
11. KW 2024;OÖ;M;45 - 59;N;1;2;0;0;6;8;161023
11. KW 2024;OÖ;M;5 - 14;I;0;0;0;0;0;0;80560
11. KW 2024;OÖ;M;5 - 14;N;0;0;0;0;3;3;80560
11. KW 2024;OÖ;M;60 - 69;I;0;0;0;0;0;0;99033
11. KW 2024;OÖ;M;60 - 69;N;3;1;1;1;19;22;99033
11. KW 2024;OÖ;M;70 - 79;I;0;0;0;0;1;1;56426
11. KW 2024;OÖ;M;70 - 79;N;1;2;2;0;26;31;56426
11. KW 2024;OÖ;M;80+;I;0;0;0;0;0;0;34222
11. KW 2024;OÖ;M;80+;N;7;1;1;2;24;33;34222
11. KW 2024;OÖ;W;0 - 4;I;0;0;0;0;0;0;36431
11. KW 2024;OÖ;W;0 - 4;N;0;0;1;0;10;11;36431
11. KW 2024;OÖ;W;15 - 29;I;0;0;0;0;0;0;121300
